gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Tnfrsf11a_58550,66.05449991,1.670197428,0.273027165,6.117330594,9.52E-10,3.58E-08
Tent4a_30726,117.921935,1.546391084,0.253139976,6.10883792,1.00E-09,3.76E-08
Vangl1_64051,226.743538,-0.964277161,0.157849891,-6.108823724,1.00E-09,3.76E-08
Adora2a_75770,104.0958653,1.738959344,0.285048505,6.100573466,1.06E-09,3.95E-08
Slc25a25_80010,119.9661097,1.402227153,0.22993122,6.098463496,1.07E-09,4.00E-08
Fscn1_74998,48.09269955,2.086621257,0.342442448,6.093348728,1.11E-09,4.12E-08
Kank4_60558,96.01838365,-1.634278001,0.268509318,-6.08648525,1.15E-09,4.29E-08
Gna13_66003,339.4480245,1.065644927,0.17521025,6.082092382,1.19E-09,4.40E-08
Arhgef11_63468,738.9635717,-0.928882049,0.152799727,-6.079081851,1.21E-09,4.47E-08
Adcy9_60740,249.2011563,-1.102800822,0.181576485,-6.073478191,1.25E-09,4.62E-08
Map3k8_70075,244.0816482,1.326382772,0.218417723,6.072688395,1.26E-09,4.64E-08
Ccdc129_69576,202.4730819,-2.276825229,0.375150446,-6.06909908,1.29E-09,4.73E-08
Eif6_74224,91.62407092,1.267087026,0.208932714,6.064569794,1.32E-09,4.85E-08
Aff1_59983,281.5750321,1.047581253,0.172984638,6.0559207,1.40E-09,5.11E-08
Stx11_69405,251.4379315,1.660827773,0.274488618,6.050625277,1.44E-09,5.27E-08
Ifi47_76702,175.4293568,3.427609761,0.566657627,6.0488196,1.46E-09,5.32E-08
Lrrc26_61907,59.47242681,-2.64360453,0.43804601,-6.034992834,1.59E-09,5.78E-08
Ifi208_73033,102.6882948,1.861542074,0.308514078,6.033896698,1.60E-09,5.81E-08
Vasp_29232,161.4127878,1.286345759,0.213303842,6.030579423,1.63E-09,5.92E-08
Nras_31874,1006.071899,0.527780185,0.087537864,6.029164512,1.65E-09,5.96E-08
