gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Ptprf_67980,524.4815829,0.443454078,0.128092061,3.461995015,0.000536187,0.021254732
Rmi1_56327,369.0682731,-0.710384223,0.205246845,-3.461121277,0.00053793,0.021254732
Zmym6_80215,53.29190361,-0.894599699,0.258260249,-3.463946553,0.000532312,0.021254732
Mettl5_73626,137.3634054,-0.710853894,0.205499483,-3.459151744,0.00054188,0.021285408
Akap9_69899,625.1488167,-0.582358892,0.168556425,-3.454978908,0.000550336,0.021509761
Ccl7_30624,91.69224362,1.784263706,0.516366986,3.455417862,0.000549441,0.021509761
Pcolce_31229,3242.11977,0.495584263,0.143507677,3.453364127,0.000553641,0.021531557
Zfp68_77853,631.6259338,-0.74078293,0.214473276,-3.453963798,0.000552412,0.021531557
Emc4_74675,1230.203972,-0.613306261,0.177893522,-3.447603113,0.000565584,0.021732159
Gnai2_74909,840.8585302,0.641629175,0.186148286,3.44687124,0.000567119,0.021732159
Kat6b_76333,260.9423155,-0.620114138,0.179846899,-3.448011289,0.00056473,0.021732159
Map2k1_71481,140.4385394,0.56592314,0.164168472,3.447209641,0.000566409,0.021732159
Naxd_73538,429.4675076,-0.798321694,0.231565841,-3.447493342,0.000565814,0.021732159
Ylpm1_59956,541.0382345,-0.329337584,0.095476355,-3.44941513,0.000561802,0.021732159
Mrpl45_72893,498.5725096,-0.580157355,0.168447003,-3.444153618,0.00057285,0.021898244
Mark3_74997,429.406694,-0.601529351,0.174693888,-3.443333693,0.00057459,0.021911306
Dcbld2_61182,51.45940284,0.755855534,0.219664612,3.440952669,0.00057967,0.022004442
Naa15_79435,761.5370209,-0.444389061,0.129150083,-3.440873223,0.00057984,0.022004442
Smc6_78865,570.0612534,-0.640895,0.186309337,-3.439951046,0.000581819,0.022026221
Mmrn1_61035,96.45128101,-0.827985262,0.240825618,-3.438111227,0.000585787,0.022122988
Eif3g_31266,125.2763517,0.616271474,0.179542589,3.432452871,0.000598148,0.022348511
Mrpl17_66615,96.15826384,0.769338319,0.224152276,3.432212829,0.000598678,0.022348511
Nars_30652,1130.642763,0.387911253,0.113045132,3.431472438,0.000600314,0.022348511
Nceh1_80299,410.3138234,-0.665672028,0.193951569,-3.432155935,0.000598803,0.022348511
