Molecule Name,13 Total Area MS1,14 Total Area MS1,15 Total Area MS1,16 Total Area MS1,17 Total Area MS1,18 Total Area MS1,19 Total Area MS1,20 Total Area MS1,21 Total Area MS1,22 Total Area MS1,23 Total Area MS1,24 Total Area MS1,25 Total Area MS1,26 Total Area MS1,27 Total Area MS1,29 Total Area MS1,30 Total Area MS1,49 Total Area MS1,50 Total Area MS1,51 Total Area MS1,52 Total Area MS1,53 Total Area MS1,54 Total Area MS1,55 Total Area MS1,56 Total Area MS1,57 Total Area MS1,58 Total Area MS1,59 Total Area MS1,60 Total Area MS1,62 Total Area MS1,63 Total Area MS1,64 Total Area MS1,65 Total Area MS1,66 Total Area MS1,67 Total Area MS1,68 Total Area MS1,69 Total Area MS1,70 Total Area MS1,101 Total Area MS1,102 Total Area MS1,103 Total Area MS1,104 Total Area MS1,105 Total Area MS1,106 Total Area MS1
PC(16:0_18:2),7627232,8339316,6249706,7548112,8029347,7823826,8181895,7351716,8095344,8297780,7109464,7390400,7759009,7298353,6760276,6628244,7387815,7970395,7072629,8827283,7937571,7296472,6909933,7015757,7204161,7435563,8198644,6313289,7519343,7664375,8703283,7174750,8699063,7013175,8114234,6846914,7610456,8895551,6691376,7768240,7392434,8210397,8068410,7546561
PC(16:0_18:1),8188594,7697421,7596433,8069231,7556646,8234888,7969031,8048096,8055159,7923267,8147610,7875176,8616623,7961467,8036587,7731013,8393999,8988424,7795014,9485177,7721668,8074470,8159072,9082158,8134441,8062249,7961203,8553416,8694650,8018875,8844871,7860096,8156093,8200875,8999356,8749220,7593799,8204907,8659587,8607854,8832594,8554945,8220006,7931848
PC(16:0_18:0),4350773,4907088,4171355,4861550,4769059,5071179,5296364,5516171,4871483,5354086,5326406,4940215,4913600,4738920,4709952,5030136,4898904,5798106,4665786,4109793,4993071,4786313,4406447,4733704,5063148,5190278,6475806,4389924,4606674,4863310,5888249,5143432,4629871,5732276,5121694,4558901,4888606,5255336,4893078,4961268,4202148,4775259,5254680,5489495
PC(16:0_20:5),823439,780527,950317,714110,668516,1093015,1217977,821683,1037994,940944,1148232,741905,895778,692832,965363,1156129,1118152,1333338,992800,1079691,822321,794145,839830,823962,718065,1002893,808666,1311472,816894,774937,709090,1099779,889302,1260053,787455,977902,1010920,997998,910227,1414019,1107732,890544,937052,951043
PC(16:0_20:4),5203406,5326150,4337080,5135555,5305837,5294455,5483611,5309062,5227607,4793196,4132956,4987715,4920567,4960172,4278686,4162038,4909366,5706597,4473725,4170607,4610414,5317546,4820880,4408560,5256634,4974914,5218700,4765599,4925417,4902975,5105213,4957767,5043475,4690013,5158277,4977427,4616683,5747858,5347240,5095902,5220509,5290045,5950367,5061616
PC(16:0_20:3),897841,1244970,881727,1033222,1017229,956289,1427628,1025797,1030249,1215990,967651,1121083,1139812,1039583,966124,846898,1035104,1684608,1388550,925436,998705,1411650,1042498,1124850,1030716,1212845,984605,984244,1056783,1029752,1264016,1021093,1383294,904346,1280085,1347594,1055890,1101945,1642055,1193939,1063439,1321183,1133734,1229814
PC(36:3),743185,750735,642167,796412,752449,731721,786414,790615,780172,879210,611630,687554,681084,813835,700518,525428,817929,786925,778411,873418,774911,853374,780536,791211,757357,641130,703198,667426,794967,741700,836757,642433,803725,583203,946541,770586,858615,999879,833018,807406,816755,817798,883953,744207
PC(18:0_18:2),3516284,4261937,3541255,3802120,3885735,3581926,4847249,4281916,4251490,4490702,3818307,4201561,3759503,4161416,3847279,3926509,3984921,4599350,4337983,3812436,4334956,3756918,4222111,4425067,4228922,4233899,4322480,3714923,3762430,4387160,3959918,3877716,4398742,4256314,4128672,4374704,4234425,4627366,3852249,4285632,3636847,4139497,4458665,3843413
PC(18:0_18:1),6888255,7314926,7295790,8023222,6464097,6842707,7438742,8671406,7694581,6838484,7532139,7286467,8155735,7598597,7015533,9310421,7998388,10730327,7253444,8296357,7527734,7581426,8202800,9021884,8559457,7370625,8162024,8231226,7789712,7842466,8275793,7626416,7378920,8545455,7356873,7995363,6869998,7634026,8162072,8486042,7869439,7632961,8184110,7680322
PC(37:6),49178,48495,28249,117504,32983,44827,47916,40026,50393,55298,51342,33496,38990,32876,41310,122716,52515,48969,46496,457274,33213,30353,29979,44237,44905,46298,44221,42474,38713,40100,38083,46144,39882,70871,35557,45959,38423,37126,37502,62519,47031,40305,35585,70567
PC(17:0_20:3),4894,5756,3590,3779,8521,5999,8332,8757,6728,4261,3330,9130,5204,5804,1638,2170,5431,11450,6984,1209,8511,7941,4512,8108,4158,6355,2890,4381,7493,3292,7639,4345,7910,3280,9437,2435,8013,4389,14440,7779,3922,10299,10754,8277
PC(16:1_22:6),44085,117480,18804,51038,46883,89085,63311,89407,81211,66854,25592,49522,32191,73604,36736,31192,36525,102933,38591,25194,36922,98585,52893,37205,47168,45042,97764,37890,64682,67698,68135,47987,49644,52528,72248,45370,69461,73245,90019,79375,72103,75683,76492,52925
PC(18:2_20:4),491982,538234,485903,466072,535767,532041,567734,618625,522750,483396,471170,502210,484537,609331,390757,502209,600860,763118,523343,376875,670211,599991,568529,524407,637333,533676,600894,536994,581377,482535,618175,559929,522681,563924,714332,593727,527380,722871,654699,625186,606643,556320,778703,658745
PC(16:0_22:6),5926389,6898228,4731280,6065055,5980000,6140857,7051431,7758578,6661825,6577118,5705621,5439601,5781780,5902118,5043001,6928688,5644416,7972016,5633352,5629844,5261297,6433343,4636820,6224522,6117974,6402943,6643992,6101233,5909867,6107674,6534362,5799767,6281917,6631105,6485644,5625955,7167048,6210558,6627073,7195931,6609977,6471150,6882238,5735429
PC(16:0_22:5);PC(18:1_20:4),1198219,1382817,1220788,1268550,1199998,1402325,1338391,1474525,1470951,1511360,931882,1199511,1247348,1212025,1097275,1099235,1259768,1447670,1372139,980809,1014672,1441458,1086193,1370582,1297939,1323170,1226732,1285199,1229073,1325609,1354683,1120190,1166986,1335959,1362323,1326274,1286712,1597366,1407047,1403735,1278934,1336793,1746933,1165441
PC(18:0_20:5),384410,465428,390909,436768,410774,558008,453983,555052,456430,465252,510824,463571,413494,380420,482184,625774,441224,754752,440680,496432,469839,406998,401712,458296,402536,442241,493335,558181,444780,424374,413266,387778,384823,616931,463920,487943,506262,530530,523392,580581,448843,424195,473250,389062
PC(16:0_22:4),764840,929168,713421,906626,780536,770689,651324,736758,760436,915150,508445,836637,860891,715601,686087,839229,929731,900887,718133,661984,678788,944104,658707,803197,901322,830899,882090,694455,851084,704844,1026419,886731,645628,934970,836872,754880,770372,899936,744304,715408,917681,892353,1029778,894436
PC(18:0_20:4),1300238,1440463,1264783,1157228,1526088,1439352,1432140,1747062,1546047,1235569,1217790,1354714,1209834,1515312,1254746,1140741,1358667,1667307,1282620,824022,1407625,1354724,1616078,1342625,1519763,1260541,1380367,1436516,1293676,1505575,1483131,1325379,1126888,1387275,1424866,1498523,1388665,1399947,1446773,1413438,1614634,1467060,1618887,1293532
PC(18:0_20:3),842629,1197580,830160,962378,912658,993848,1313469,1157488,1076725,979173,935338,982083,951737,1062406,1073283,1060480,981622,1661285,1295241,1039746,949199,1158390,1113757,1132207,1021850,1136839,932757,1056066,911649,1064453,1073883,1025054,1234498,1187683,1054604,1263225,1108728,1056143,1565950,1245621,908108,1120854,1208596,1095449
PC(18:0_20:2),337390,452489,321445,403288,385151,315042,440226,482078,490008,409171,374940,388230,407718,385809,349643,679296,393153,615532,312113,363872,457800,357653,452822,483473,433785,430774,531225,410608,424065,478514,471463,373364,414881,579109,393512,513143,397953,414343,399403,470968,332916,408960,468152,343168
PC(19:0_20:4),34824,30449,33230,34919,76366,63534,30580,57310,36620,36095,31107,33053,28760,46289,25279,42378,35539,55411,34008,19811,64906,65695,40726,46483,57113,52461,54468,33158,39728,46286,42851,44734,33066,34021,34875,35090,47158,50667,54974,30358,27704,41306,60897,33857
PC(18:1_22:6),321989,363415,261582,398074,381496,377459,357360,497474,345516,426374,252361,296679,253960,355029,241847,241870,320118,438008,331378,248663,234712,356038,217177,318323,349507,294059,312208,345114,298565,336585,330215,291405,303153,254840,362689,308711,372942,370027,501928,409305,373894,355464,377844,333884
PC(18:0_22:6),1909184,2487795,1641835,1975773,2317990,2103189,2265061,2921390,3000730,2409863,2137777,1651462,1680064,1784630,1648466,2664118,1951638,2731609,1997697,1758694,1906928,1606073,1646552,2142788,2308990,2249869,2295595,2094207,1818174,2405529,1933632,1868082,1685980,2711645,2113540,2518781,2716448,2031533,2049693,2377275,1998375,2265477,2349418,1794839
PC(18:0_22:5)a,229544,296564,276807,173565,262953,327515,306780,396577,330396,283394,238421,283534,268213,315974,265157,246750,276847,360244,307452,63944,246763,296073,280560,291105,290503,271084,284064,289327,268361,314035,321127,236758,225507,303409,273005,271344,302991,294619,323200,315401,282458,302582,393814,232708
PC(18:0_22:5)b,45119,54216,41878,67967,58070,35447,46183,89696,58974,72502,38780,50696,38557,41746,40107,76405,41608,76626,44884,56276,44145,39678,39040,51064,63818,60444,72127,45176,50733,57772,46737,44377,38754,64346,59713,59711,73477,33815,72763,49464,34226,61304,65155,50423
PC(18:0_22:4),481999,651673,526307,619895,557145,623558,469138,671477,597452,544914,431566,573520,565407,514518,577098,675484,584708,760876,509523,438274,561272,568318,580607,542595,691105,583830,701734,511202,532275,566852,723660,638786,469955,746834,442975,524737,491455,504841,567068,556650,596169,608533,820342,563939
PC(20:4_22:6),111862,102794,52182,102893,105091,110467,107250,136559,89155,77949,65023,105747,71337,117228,60405,74541,92783,188306,60759,45836,91206,112247,65524,71867,80874,65587,97864,98411,84552,84174,109599,93254,86954,67366,98863,72893,97207,118863,148317,132959,99312,94149,116456,113645
PC(O-16:0/18:2),203814,219184,212640,191132,193394,108848,233024,241505,199942,355830,222126,220463,247963,269383,168176,159794,225445,265014,174420,183839,251187,258620,267763,359027,208027,236943,251620,163384,295905,306216,226719,227820,328755,178270,844330,597079,785936,864885,207550,276086,164850,205083,312711,207329
PC(P-16:0/18:1),445130,506210,395852,492575,414421,426847,458347,526181,572229,494148,505668,478007,546006,451033,358910,503241,489755,686301,492465,388927,426416,482579,435930,592621,634990,522259,580361,492486,529281,447606,520025,484865,451114,468983,476149,417411,460241,600430,536484,476140,483670,556450,477960,510025
PC(P-18:0/16:0),617700,789279,736705,835937,664473,576604,742985,725845,658985,983442,780894,641723,729850,717515,649285,798479,869282,881332,731600,975745,801782,879157,935874,1040192,888408,782963,933416,748014,926494,842509,834846,899122,866279,834140,1403574,1175810,1023857,1215491,710410,717844,636423,712139,796605,844164
PC(P-16:0/20:4),1103351,1044135,929421,1152149,1039823,1043639,1071632,1287069,1196435,1028084,877099,1177356,1231995,1310891,964707,1048848,1293208,1300655,866456,776278,1049204,1169159,1104857,1058521,1328227,1157050,1254089,1147808,1193310,1104993,1476377,1111278,981522,937889,1033300,837456,986705,1290626,1107502,1178889,1255094,1244726,1237997,1268472
PC(O-16:0/20:4);PC(P-18:0/18:3),672528,716561,630828,748305,641548,676026,753625,592801,572235,855967,569866,789312,939910,805988,692643,780785,848388,999372,754394,722091,859219,875840,854579,766851,813363,782264,915525,760407,730373,796863,712768,893809,913664,711166,790032,724269,768994,801977,784831,890904,860409,861953,850670,904072
PC(O-16:0/22:6),252601,336284,218476,307478,296077,256658,283079,328000,282529,411163,212388,251337,320509,301745,243163,364870,238857,375219,273625,294863,262068,302035,272471,372257,366042,302986,365981,297307,283654,348408,265484,310455,328685,311100,314257,256874,386711,239094,315225,334081,244915,320954,368913,288657
PC(P-16:0/22:5),230810,232740,216630,259267,212582,275799,229004,304911,296943,272391,189056,233012,292854,253491,212272,219247,263030,293114,237059,155111,219294,234311,189355,295377,305256,279230,281451,250651,243203,263636,339790,227753,205310,226754,245850,159828,261056,323087,234315,277772,239542,292809,348118,254258
PC(O-16:0/22:5);PC(P-18:0/20:4)a,404989,444793,442796,409877,392988,428095,473333,460398,404867,539358,316688,414458,566236,457296,380989,357034,484494,487566,495933,410663,435855,501643,417368,513608,492471,458813,511005,463116,452530,501991,462005,462580,467403,428809,557780,416027,486075,651535,451362,511438,475020,511053,596563,477323
PC(P-18:0/20:4)b,27996,30994,21074,25500,35471,39836,30525,35680,39306,19866,20525,27782,34279,38417,24615,33182,25576,43738,26961,18888,25411,26158,29082,21786,44748,35676,43445,28204,22598,33375,38695,40552,26294,24892,31598,25584,32729,45051,29788,32471,31011,39522,49761,41069
PC(O-18:0/20:4),64581,81761,96433,80233,76070,67834,100058,104490,77925,88650,78105,83483,143999,75901,67638,92907,83561,119682,92396,61414,90276,109201,94991,111267,105351,89850,132425,97351,91689,126689,85981,103465,97302,104286,145325,152886,118445,143710,85759,99691,79635,80279,142755,97291
PC(P-18:0/22:6),42272,61325,38364,55823,55174,43637,50002,71497,36628,75679,31385,40714,49736,48271,35613,43970,37883,63098,47937,45273,39379,47582,39760,61622,58327,45350,71154,55999,44133,66892,42844,42698,45460,45643,70526,46211,70249,61988,56227,49497,48731,57507,77778,50213
PC(O-18:0/22:4),30481,52617,44513,56209,42961,31693,43508,44059,39437,51231,27780,65080,57082,36472,40787,43146,53270,64947,34222,27499,43941,51689,32538,50248,52053,45560,56577,27796,55027,32614,56079,53948,36311,41199,50454,38442,48734,37358,37050,35347,27209,37421,51638,32980
PE(32:1),688328,903084,912966,692093,681692,741004,914194,749424,866684,828206,1249310,920167,1099757,670096,1041054,779431,989853,1466725,1068562,1046856,953801,800880,824073,1027115,944028,814288,957517,892221,1166425,762375,750020,820671,896791,891292,937111,864808,605785,828497,1218384,909218,801190,820251,818315,708558
PE(16:0_18:3)a,11979,37663,19302,17707,19605,17972,35680,41106,38354,29957,40420,29512,36615,20173,22400,24723,31627,59153,37459,20276,24565,12942,15058,21514,27950,30396,44538,26539,22353,27401,19678,18303,39856,44941,25903,20143,21508,34299,20506,25095,14912,22036,32963,14320
PE(16:0_18:3)b,2206,8225,13900,15161,7838,6598,20379,16618,14918,12070,21567,28686,18005,14735,18706,6007,18966,29603,20719,19236,18044,16681,10198,11489,25913,11139,17145,11583,21644,8395,11657,12911,9740,5076,9459,12397,6525,10757,24907,11416,15050,11403,20758,21240
PE(16:0_18:2),3508657,4661029,3446756,3573423,3535624,3338770,5048691,4128455,4394229,3938598,4574223,4098908,4284952,3472393,3774042,3962082,4432488,5149362,3848193,6290648,4007147,3543463,3593844,4017991,3789820,3938279,4823935,3697865,3906999,3917164,3726102,3731829,4220640,4138550,3809031,3860394,3130443,4396662,3588104,3902606,3565491,3716754,4260055,3450915
PE(16:0_18:1)a,76373,119546,77635,107156,88431,105373,129277,139482,113364,121414,104321,137683,123092,97187,107898,61797,87869,148512,83663,110227,99184,169088,90359,148729,120442,99180,160372,99106,125986,109193,108254,125902,128294,90099,153718,89736,102878,114439,152719,123564,102767,104855,108626,78330
PE(16:0_18:1)b,3087649,3575494,3376060,3225251,2788421,3272173,3752749,3467304,3409628,3323523,3811736,3327152,3549824,2926778,3605533,3926689,3780430,5306065,3375853,3702073,3686786,3376099,3267238,3912055,3902931,3719352,3796367,3613660,3683018,3213081,3626931,3266861,3686521,4027419,4137272,3598994,2963867,3746609,3621700,3718389,3061834,3403358,3570245,2986294
PE(16:0_18:0),275748,340425,250053,294524,303365,263297,361474,299365,273519,315618,246114,343115,279992,285352,275091,237936,224364,317103,260185,344398,319683,306336,266125,328899,290825,268785,363063,255031,332261,326430,348867,276039,319237,309332,308947,268102,311909,297721,293773,238011,266187,292533,329953,250019
PE(16:0_20:5),347351,499338,347641,322842,355741,465327,705927,551860,540444,410300,500256,471256,488109,383737,523230,395238,386341,804562,403033,412878,445570,431080,334720,458127,411842,325554,465360,538563,476673,458840,363667,271419,483262,525174,394702,384365,469995,543751,577758,509093,414406,444423,576193,287029
PE(36:5),129589,117756,186536,115078,116087,123622,166280,136128,163499,179850,205596,152740,173978,120382,177561,79764,177698,237200,245631,159667,197267,161703,159800,181319,199440,141313,128053,182365,171501,143109,139921,205359,163102,136483,171808,134099,116003,134702,221767,201541,188985,158487,151791,170514
PE(16:0_20:4);PE(18:2/18:2),7069700,7717388,6496477,6655577,7024428,6714199,7982345,7241154,6928111,7064551,7545384,7276186,7726703,7405825,7222196,7784832,7605605,9214408,6555598,6463092,8283165,7172663,7001050,7506560,8025968,7153255,7521865,7348334,7309322,6985103,7404654,7363328,7848846,7871297,7283908,6809552,6565908,7923041,7716578,7424410,7509076,7595778,7558374,7050928
PE(18:1_18:2),1272412,1370926,1172344,1898813,1180731,1191280,1907705,1412261,1310398,1623257,1347284,1440814,1337733,1270378,1172327,917548,1479133,1570423,1658622,4742862,1337950,1315752,1241583,1251338,1273150,1162516,1465554,1177206,1223114,1320691,1274903,1258676,1483278,991730,1395039,1234392,1307996,1507210,1391577,1503773,1330895,1364157,1582179,1341561
PE(18:0_18:2),3435003,3932451,3382348,2727345,3135788,3119306,4920951,3927179,3826721,3745478,4213194,3398310,3273623,3434104,3731118,4436033,3794223,5349566,3607756,3226141,4226210,3450537,4207903,4438035,3520656,3563869,3746875,3925701,3417049,3861884,3345566,3394213,3593107,4694287,3997332,4666514,3822087,4141849,3670717,4277586,3375431,3282197,4113990,3239447
PE(18:1/18:1),1279455,1103231,1290703,1190194,1200526,1252180,1476745,1401467,1336924,1499931,1199839,1198479,1270528,1133289,1168731,954447,1396640,1893400,1414968,1401677,1268704,1525355,1237695,1444862,1480829,1344404,1481453,1221736,1414676,1300365,1516186,1119474,1459556,1089948,1674857,1251528,1229236,1580611,1463994,1440973,1324601,1509730,1629457,1412557
PE(18:0_18:1),5734368,5572795,6280576,5262098,5121976,6096978,6406482,6170598,5864717,5960390,6567758,5345741,6158227,5411739,6208621,8528990,6722563,9828293,5151605,6653210,6416359,5808576,6655550,7397371,7249932,6968488,7062400,6444197,6330935,6195067,6794083,5766867,5854973,7510902,6616004,7000854,5826936,6232033,6415548,7575889,6025736,6518181,7500961,5843587
PE(16:0_22:6),8167175,10219438,7469108,8296962,7827395,8139714,9775308,10408164,9298255,9231168,8459764,8035846,8509813,8028606,7910996,10474444,8501926,11331492,8490118,8111471,7589279,8197911,7137519,9291950,8845842,9009479,9165266,9824797,8581240,8516321,8367260,8062898,8053384,10226896,9175239,9130650,8207718,8738740,9972559,9788835,8645093,8374643,9331551,8212239
PE(16:0_22:5);PE(18:1_20:4),3884171,4033178,4099356,3809373,4049999,4115282,4553614,4363293,4089956,4718110,3973867,4003852,4254727,3912649,3787839,3613751,4626155,5306142,4430925,3665424,4536389,4507662,3742148,4294036,4407162,4182333,4043343,4064538,4224895,4027936,4306104,3787819,4217896,3992341,4407776,3847958,4013838,4762848,4565537,4709252,4596788,4457360,4654325,4105592
PE(18:0_20:5),6468738,6818584,5922035,6727720,6217810,5441494,6565709,6596025,6493277,7978315,5336604,6659800,4737140,4976592,5737851,5819032,6842507,4884893,6769827,3511982,5887786,5362361,5541324,5296329,5354298,6432119,5480858,7388109,5688590,5697076,4912462,6209365,6555169,5254129,6164412,6031806,6123135,5841827,8024425,8008638,6467071,6301647,7628326,5746019
PE(18:0_20:4),10566435,11336654,10641465,9884534,10817101,10638956,11553203,11395762,10498866,11210648,11416082,10942250,11693076,11203103,11474064,13319769,11328247,14721905,10776625,11609785,12960721,11362543,12382125,12680404,13055590,11911173,12133925,11909025,11850824,11878432,12048764,12109260,10910444,12837051,12210840,12321486,10570401,11354339,11229536,12308362,11590494,11858439,12303148,11046037
PE(18:0_20:3),2072827,2801955,2170804,2020173,1903888,2185729,3132907,2499000,2238397,2367141,2737364,2036302,2229592,2171661,2403991,3089897,2502299,4724381,2710397,2387887,2538261,2839184,2619521,2976731,2520395,2730662,2382775,2633568,2410210,2285307,2558723,2069267,2776860,3009688,2675536,3337616,2193791,2395990,3566813,2848820,2079636,2534384,2859359,2663926
PE(40:7),1874172,2240561,1753523,2137486,2105930,2283164,2491207,2623393,2531463,2838640,1886101,1795275,2075486,1991932,1720788,1782819,2211867,3046870,2470331,1996649,1772172,2123300,1609476,2205565,2228576,2009005,2115322,2345124,1935634,2257598,2157021,1891732,2039239,1940271,2360256,2203246,2303732,2032173,2571998,2791005,2320079,2255746,2638486,2105377
PE(18:0_22:6),7395284,9184253,7149241,7131272,7867715,8028113,8695468,9742635,9753292,9308798,9154828,6767365,7862595,7877604,7099937,11125653,7973042,11902260,7746571,7176810,7954492,6595414,6796833,8845797,8877135,8625913,8807382,8459123,7858438,8682823,8368936,7484058,7417049,10489792,8668838,9337107,8141530,7661564,8481973,9532813,6817764,7792700,9986113,7568286
PE(18:0_22:5)a,1784764,2269278,2168307,1786806,1684872,2313551,2320920,2170299,2124887,2294091,2111413,2051709,2355784,1988691,1943611,2552425,2095185,2692342,2113731,1680306,1815386,2083288,1870599,2314745,2112115,2279506,2184921,2065570,2049192,2144099,2312455,1806299,1654013,2360909,2152609,2191398,1995783,2456168,2031868,2392662,1781245,1892601,2587900,1798116
PE(18:0_22:5)b,1100129,1280063,927560,1158609,1035746,904759,1084571,1289804,1061305,1469923,1007801,1125448,1053932,995855,994054,1810907,914532,1830987,891655,860744,1051823,853249,932806,1243458,1418569,1216501,1473020,1250657,1101528,1048781,1095103,1060950,867614,1521837,1113545,1234557,1039227,968347,1330886,1171130,904724,1045961,1242211,920514
PE(40:2),192139,192548,174236,235679,186964,212676,179647,206854,144732,191781,204973,202422,221032,200977,178818,237589,200286,365272,115698,206261,203396,219463,198025,275265,257307,183134,231970,163707,200039,192831,185860,174946,176286,191830,219335,178705,166796,195053,246375,269893,176077,181531,260295,184289
PE(P-16:0/18:2),2341772,2607157,2039205,2172727,2116770,2056303,2843337,2489380,2524351,2595239,2709255,2397905,2731243,2350389,2098160,2395370,2705443,4150170,2202475,2591955,2694763,2375534,2465461,2821740,2536666,2537468,2953372,2487702,2597913,2553426,2655836,2200732,2740014,2761245,3254006,2943495,2691201,3104708,2383966,2562228,2351518,2570853,2842965,2519735
PE(P-16:0/18:1),5908177,6340865,5964482,5468817,5244006,6068154,5842488,5625093,6568553,6504518,6992123,5886306,7060747,5079134,6105821,7995588,7372253,8874079,5915498,6339940,6503224,5982972,6791279,7765549,7690514,6505416,7595749,7304238,6866357,5926594,6839707,6350661,6563863,7611310,6908928,6649465,4886660,7054738,6369423,6946030,5893076,7020421,6823255,6532496
PE(P-16:0/20:5),1160757,1231595,1201809,1144787,1211221,1472341,2063852,1561916,1701779,1747102,1600432,1269104,1441807,1185682,1384554,1148582,1662401,1947058,1530788,1529450,1347215,1320396,1321842,1519354,1320496,1362981,1234893,1568402,1267341,1391466,1094881,1258525,1507738,1402280,1381717,1277174,1392192,1531449,1639582,1959651,1698226,1534294,1707923,1382211
PE(P-16:0/20:4),14080355,14297912,13161501,14308166,13772502,13693043,15168831,14272560,13908253,14598135,14525229,13924651,15564096,14352131,13913988,15163541,15646527,18312416,13311445,16021654,15137610,14539133,14949412,14746734,15274250,14200172,16084097,15126861,15361271,14077876,15004467,14728686,15921719,14667926,14932970,14589248,12897475,15326760,14777896,15926779,15758627,15258796,15735199,15941946
PE(P-16:0/20:3),465066,713777,440443,560472,457747,422165,637936,532319,512747,658732,471128,571775,626488,535054,439117,442541,591464,875563,705989,681871,480817,662458,555327,582112,562977,657186,578072,510359,565675,465319,657406,504860,718842,410927,554493,624093,474657,565504,812402,556600,526073,690706,576545,706712
PE(P-16:0/20:2),2115924,2604741,1906269,2070400,2050889,2303578,2207863,2462881,2391708,2497266,2202121,2253671,2520495,1875052,1931287,2217609,2566321,3632983,2196166,2123803,2385664,2355491,2390597,2763526,2662431,2090076,2924588,2344911,2682932,2093927,2870938,2355232,2530875,2167951,2755741,2269169,1896726,2770572,2777882,2781766,2214700,2715345,3009693,2360256
PE(P-18:0/18:2),1383624,1487599,1404785,1290295,1149220,1162502,1614228,1792566,1568736,1622488,1789333,1262408,1526046,1512486,1307977,1858918,1560128,2419045,1219055,1158784,1458509,1422176,1670685,2134626,1649146,1603225,2061377,1630819,1413242,1428662,1567616,1279545,1531039,1866810,2719386,2757705,2239954,2999743,1333357,1636936,1281066,1546855,1711525,1367413
PE(O-18:0/18:2),83515,82748,106319,62222,71059,72240,118616,111339,118997,162038,114664,72987,120868,92686,85460,158457,100035,182199,68960,87921,97172,86816,129781,174623,119930,117256,181261,98249,129462,112644,106212,84584,108857,119082,284865,299394,232596,293034,97426,93147,73294,75870,145008,74173
PE(P-18:0/18:1),3802837,4309733,3795085,3372128,3642191,3802230,3903505,4552793,4540896,4464017,4939684,4230474,4864170,3657208,3779471,6925450,4685957,7841559,4381142,3824928,3955416,3790812,4981011,5559332,5625301,4262859,6061929,5372065,4492959,3425518,5315543,4788584,4114420,5416221,4763589,4824263,3279542,5723252,4507707,4722836,3804032,4886300,5248452,4506684
PE(P-16:0/22:6),12134184,13319785,12179419,12800955,12007672,12163928,13846152,13160931,13899070,14545426,12393150,12305793,13828666,12362805,11629225,13916479,12925862,15955248,12655113,12006960,12777143,12390062,11360392,14299607,13790248,13450134,13745311,13715104,12959044,13166586,12613060,12078304,13520615,13267977,12797295,11974114,11614250,12478891,13476398,14006925,12776027,13818218,14426076,12911832
PE(P-16:0/22:5),7592940,8351507,8220925,8589951,7432679,8620496,9229228,8664427,8631615,9620842,8769435,6916998,9108309,8148517,8271629,8209351,9186032,11407963,8708253,8990826,8343796,8105419,7691782,9820781,9213690,8911678,9650856,8389432,9252101,8635027,9084864,7600418,8883546,9064082,9286236,8741068,7396225,10097069,7873031,9416650,7892386,9029310,10257936,9057327
PE(P-18:0/20:5),2453516,2596814,2076983,2494197,2295204,2030567,2734903,2911650,2479806,3011162,2417256,2666397,2598652,2504904,2262416,2765281,2301818,3786818,2094373,2359932,2451552,2442708,2209856,2737372,2914095,2637222,3012059,2924732,2581624,2355629,2542049,2352704,2594694,2832568,2468732,2467826,2131815,2361021,2989274,2827221,2322574,2646919,2948108,2242696
PE(P-16:0/22:4),8229203,8885885,7304264,9470378,8025769,8424689,8390483,8414710,8013534,9056394,8010757,9564513,9808520,8166828,8409000,7575240,10181263,11723777,8133695,8011345,9482856,9508723,8552586,8644975,9530363,8933870,10087202,8549036,10220836,7471486,10925702,9452420,8205682,8683456,9332091,8197132,7815360,9800852,10189213,8900771,9233716,8700182,10785471,9238618
PE(P-18:0/20:4),11109729,11251245,10915603,10031065,10301291,10878190,12188387,11528780,10556795,11044374,11568462,10738300,11465577,11535104,10444111,13758066,11818159,14253395,10187347,11066601,12673138,11948366,12374234,11990219,12289086,11164714,12949019,12637422,11721604,10981386,12857397,11895793,10686025,13150815,11792814,12778647,10235106,12179296,11739032,11727937,11605514,11256072,13216769,12211616
PE(O-18:0/20:4),297338,290468,285710,271929,285682,247903,385742,322479,317143,328675,362482,312752,336837,296097,283743,426368,335924,464213,322691,269151,335021,301795,357020,355910,423442,347349,451538,377643,326829,320916,321023,272287,275645,354406,446033,487770,366946,461874,340739,370004,313245,356487,383979,344186
PE(P-18:0/20:3),609895,756506,697139,687608,564832,722383,786416,782994,687483,750557,791170,703829,840645,666646,729082,1064685,750482,1265468,813116,889295,783276,924679,823476,914115,905424,796037,902237,887633,850473,704548,930314,762359,785408,859804,863961,1021476,714895,924823,1019079,859494,767875,803184,1032597,872345
PE(P-18:0/22:6),9164918,9973008,9609842,8938345,9318327,9954383,10398180,10934969,11681877,11122953,9733543,8608811,10618626,9522234,9083523,13142574,9337595,12945124,9603459,9402669,9998717,8934606,8983730,11773697,11265178,10620862,12315648,10410397,9872632,10785006,11235022,9891644,9928934,12443083,10173448,9682542,9411244,9999753,9551743,11171555,8600464,10360346,12970081,9212472
